"Sex","Age Group","Distance","Stroke","Rank","Time","Name","Age","Club","Reg Number","Date","Meet"
"Women ","18-24","50","Freestyle","1","22.89"," Lauren K Green","F24","TOC","383M-6CBHZ","04-30-2023","2023 U.S. Masters Swimming Spring National Championship"
"Women ","18-24","50","Freestyle","2","25.29"," Antoinette Loya","F24","HTUB","383K-JJ323","04-16-2023","Pacific Masters Short Course Championships"
"Women ","18-24","50","Freestyle","3","25.83"," Hannah M Kukurugya","F24","TOC","383J-DZWU4","02-25-2023","2023 Splash &amp; Dash SCY Sprint Pentathlon"
"Women ","18-24","50","Freestyle","4","26.5"," June Chan","F22","USF","383S-FEU4T","04-30-2023","2023 U.S. Masters Swimming Spring National Championship"
"Women ","18-24","50","Freestyle","5","27.19"," Ali N Smith","F22","HTUB","3831-YDUAH","04-16-2023","Pacific Masters Short Course Championships"
"Women ","18-24","50","Freestyle","6","27.66"," Kennedy Becher","F19","USF","383G-RUW8T","04-30-2023","2023 U.S. Masters Swimming Spring National Championship"
"Women ","18-24","50","Freestyle","7","27.76"," Nicole Greenberg","F23","USF","383D-RA253","04-16-2023","Pacific Masters Short Course Championships"
"Women ","18-24","50","Freestyle","8","28.03"," Ana Zurcher","F18","USF","3834-9S6MZ","04-30-2023","2023 U.S. Masters Swimming Spring National Championship"
"Women ","18-24","50","Freestyle","9","28.09"," Amelia Dissinger","F24","VACA","383T-8RCVA","02-11-2023","VACAVILLE SUPER BOWL MASTERS MEET SPRINT AND MID-DISTANCE PENTATHLON"
"Women ","18-24","50","Freestyle","10","28.44"," Kellen Gibson","F22","TSUN","383B-MHYD8","02-25-2023","2023 Splash &amp; Dash SCY Sprint Pentathlon"
"Women ","18-24","50","Freestyle","11","28.59"," Jade Y Jegers","F19","MEMO","383G-K9SZM","04-16-2023","Pacific Masters Short Course Championships"
"Women ","18-24","50","Freestyle","12","28.69"," Genna A Davison","F18","UC38","383B-K1G60","04-30-2023","2023 U.S. Masters Swimming Spring National Championship"
"Women ","18-24","50","Freestyle","13","29.5"," Emma R Wilhite","F20","VACA","383R-W81D8","02-11-2023","VACAVILLE SUPER BOWL MASTERS MEET SPRINT AND MID-DISTANCE PENTATHLON"
"Women ","18-24","50","Freestyle","14","34.98"," Melanie Gage","F19","UC38","3835-6JX26","03-19-2023","Clovis Masters Dive Into Spring Meet"
"Women ","18-24","50","Freestyle","15","35.46"," Daniela Arteaga","F23","RPM","383X-ZDS14","02-25-2023","2023 Splash &amp; Dash SCY Sprint Pentathlon"
"Women ","18-24","50","Freestyle","16","37.33"," Golsa R Karimi","F24","ALB","383X-KDESZ","02-25-2023","2023 Splash &amp; Dash SCY Sprint Pentathlon"
"Women ","18-24","100","Freestyle","1","50.42"," Lauren K Green","F24","TOC","383M-6CBHZ","04-28-2023","2023 U.S. Masters Swimming Spring National Championship"
"Women ","18-24","100","Freestyle","2","59.71"," Nicole Greenberg","F23","USF","383D-RA253","04-16-2023","Pacific Masters Short Course Championships"
"Women ","18-24","100","Freestyle","3","1:01.06"," Ali N Smith","F22","HTUB","3831-YDUAH","04-16-2023","Pacific Masters Short Course Championships"
"Women ","18-24","100","Freestyle","4","1:01.37"," Caoimhe Gallahue","F24","WCM","3832-4HKCR","04-16-2023","Pacific Masters Short Course Championships"
